delivery_id,delivery_status,delivery_time,rider_id
1850,Cancelled,13 minutes,305
1851,Completed,20 minutes,253
1852,Cancelled,22 minutes,267
1853,Pending,46 minutes,380
1854,Cancelled,15 minutes,77
1855,Pending,44 minutes,414
1856,Completed,49 minutes,172
1857,Cancelled,29 minutes,458
1858,Cancelled,60 minutes,116
1859,Cancelled,29 minutes,7
1860,Cancelled,36 minutes,182
1861,Completed,31 minutes,494
1862,Pending,59 minutes,178
1863,Completed,29 minutes,289
1864,Completed,32 minutes,20
1865,Cancelled,10 minutes,429
1866,Cancelled,48 minutes,466
1867,Pending,10 minutes,222
1868,Completed,37 minutes,292
1869,Pending,28 minutes,417
1870,Completed,21 minutes,354
1871,Cancelled,39 minutes,276
1872,Completed,51 minutes,398
1873,Completed,52 minutes,23
1874,Completed,18 minutes,202
1875,Pending,48 minutes,90
1876,Cancelled,24 minutes,334
1877,Cancelled,16 minutes,16
1878,Completed,35 minutes,208
1879,Pending,20 minutes,432
1880,Pending,11 minutes,344
1881,Pending,50 minutes,216
1882,Cancelled,22 minutes,473
1883,Cancelled,32 minutes,306
1884,Completed,53 minutes,17
1885,Pending,41 minutes,263
1886,Cancelled,13 minutes,429
1887,Completed,31 minutes,235
1888,Cancelled,21 minutes,291
1889,Completed,23 minutes,19
1890,Completed,17 minutes,151
1891,Pending,31 minutes,376
1892,Pending,60 minutes,74
1893,Completed,46 minutes,369
1894,Pending,27 minutes,29
1895,Pending,17 minutes,388
1896,Cancelled,60 minutes,440
1897,Pending,20 minutes,406
1898,Pending,60 minutes,114
1899,Pending,58 minutes,199
1900,Completed,45 minutes,324
1901,Pending,49 minutes,353
1902,Pending,12 minutes,330
1903,Cancelled,43 minutes,117
1904,Completed,42 minutes,205
1905,Pending,24 minutes,293
1906,Cancelled,15 minutes,277
1907,Completed,19 minutes,451
1908,Completed,29 minutes,15
1909,Pending,17 minutes,68
1910,Cancelled,50 minutes,271
1911,Cancelled,60 minutes,93
1912,Cancelled,36 minutes,132
1913,Completed,58 minutes,404
1914,Pending,18 minutes,23
1915,Cancelled,23 minutes,367
1916,Pending,52 minutes,314
1917,Pending,59 minutes,214
1918,Completed,58 minutes,128
1919,Cancelled,27 minutes,99
1920,Pending,52 minutes,54
1921,Cancelled,27 minutes,252
1922,Pending,28 minutes,30
1923,Pending,54 minutes,56
1924,Pending,28 minutes,100
1925,Pending,24 minutes,124
1926,Completed,22 minutes,351
1927,Pending,17 minutes,274
1928,Pending,52 minutes,87
1929,Pending,35 minutes,14
1930,Cancelled,52 minutes,23
1931,Cancelled,37 minutes,351
1932,Completed,26 minutes,412
1933,Cancelled,22 minutes,262
1934,Pending,57 minutes,44
1935,Completed,42 minutes,500
1936,Pending,53 minutes,284
1937,Pending,21 minutes,76
1938,Completed,28 minutes,375
1939,Cancelled,58 minutes,151
1940,Completed,41 minutes,461
1941,Pending,25 minutes,482
1942,Cancelled,47 minutes,354
1943,Completed,14 minutes,245
1944,Completed,32 minutes,219
1945,Pending,30 minutes,476
1946,Completed,60 minutes,72
1947,Pending,50 minutes,180
1948,Cancelled,18 minutes,33
1949,Pending,35 minutes,394
1950,Pending,30 minutes,421
1951,Cancelled,29 minutes,248
1952,Completed,28 minutes,24
1953,Pending,54 minutes,410
1954,Completed,39 minutes,304
1955,Completed,14 minutes,391
1956,Completed,35 minutes,119
1957,Pending,50 minutes,55
1958,Pending,50 minutes,485
1959,Cancelled,28 minutes,278
1960,Completed,46 minutes,26
1961,Pending,57 minutes,212
1962,Cancelled,33 minutes,117
1963,Completed,20 minutes,335
1964,Cancelled,16 minutes,487
1965,Completed,44 minutes,310
1966,Completed,28 minutes,184
1967,Pending,42 minutes,127
1968,Pending,59 minutes,77
1969,Cancelled,48 minutes,451
1970,Completed,31 minutes,93
1971,Cancelled,11 minutes,172
1972,Completed,16 minutes,263
1973,Pending,48 minutes,457
1974,Completed,16 minutes,377
1975,Cancelled,45 minutes,497
1976,Completed,57 minutes,350
1977,Pending,43 minutes,315
1978,Cancelled,41 minutes,147
1979,Pending,49 minutes,47
1980,Completed,12 minutes,325
1981,Pending,26 minutes,263
1982,Cancelled,31 minutes,113
1983,Cancelled,31 minutes,134
1984,Cancelled,60 minutes,382
1985,Cancelled,14 minutes,412
1986,Pending,18 minutes,20
1987,Cancelled,16 minutes,225
1988,Cancelled,27 minutes,391
1989,Pending,26 minutes,228
1990,Completed,31 minutes,376
1991,Pending,50 minutes,125
1992,Pending,56 minutes,186
1993,Pending,55 minutes,193
1994,Completed,11 minutes,202
1995,Cancelled,47 minutes,276
1996,Pending,35 minutes,407
1997,Cancelled,11 minutes,280
1998,Completed,30 minutes,13
1999,Pending,19 minutes,48
2000,Completed,13 minutes,337
2001,Cancelled,28 minutes,494
2002,Completed,58 minutes,336
2003,Pending,25 minutes,290
2004,Completed,58 minutes,115
2005,Cancelled,37 minutes,163
2006,Cancelled,50 minutes,357
2007,Cancelled,28 minutes,11
2008,Completed,39 minutes,141
2009,Cancelled,34 minutes,110
2010,Completed,56 minutes,468
2011,Pending,10 minutes,81
2012,Completed,20 minutes,293
2013,Cancelled,13 minutes,48
2014,Pending,59 minutes,28
2015,Cancelled,24 minutes,443
2016,Completed,41 minutes,131
2017,Pending,46 minutes,405
2018,Pending,57 minutes,336
2019,Cancelled,30 minutes,336
2020,Cancelled,41 minutes,475
2021,Cancelled,42 minutes,424
2022,Completed,25 minutes,67
2023,Cancelled,23 minutes,494
2024,Completed,16 minutes,72
2025,Completed,12 minutes,308
2026,Cancelled,15 minutes,303
2027,Cancelled,49 minutes,223
2028,Pending,51 minutes,231
2029,Pending,10 minutes,377
2030,Cancelled,58 minutes,326
2031,Cancelled,50 minutes,452
2032,Pending,55 minutes,268
2033,Completed,18 minutes,313
2034,Pending,45 minutes,151
2035,Cancelled,35 minutes,305
2036,Cancelled,58 minutes,26
2037,Pending,46 minutes,291
2038,Completed,35 minutes,136
2039,Cancelled,52 minutes,158
2040,Cancelled,17 minutes,421
2041,Pending,46 minutes,361
2042,Pending,54 minutes,264
2043,Pending,38 minutes,229
2044,Completed,47 minutes,418
2045,Pending,30 minutes,353
2046,Completed,55 minutes,224
2047,Pending,57 minutes,4
2048,Completed,55 minutes,169
2049,Cancelled,16 minutes,286
2050,Completed,46 minutes,345
2051,Cancelled,10 minutes,480
2052,Completed,11 minutes,159
2053,Cancelled,39 minutes,57
2054,Cancelled,52 minutes,465
2055,Completed,41 minutes,380
2056,Completed,27 minutes,439
2057,Cancelled,29 minutes,402
2058,Pending,22 minutes,484
2059,Cancelled,35 minutes,309
2060,Pending,40 minutes,158
2061,Pending,10 minutes,389
2062,Cancelled,59 minutes,309
2063,Cancelled,59 minutes,151
2064,Completed,31 minutes,356
2065,Completed,19 minutes,198
2066,Pending,26 minutes,417
2067,Pending,27 minutes,320
2068,Cancelled,57 minutes,393
2069,Completed,55 minutes,94
2070,Cancelled,39 minutes,239
2071,Pending,40 minutes,49
2072,Completed,53 minutes,89
2073,Cancelled,13 minutes,398
2074,Pending,33 minutes,495
2075,Pending,33 minutes,30
2076,Pending,52 minutes,175
2077,Completed,28 minutes,453
2078,Pending,12 minutes,277
2079,Cancelled,29 minutes,164
2080,Pending,58 minutes,318
2081,Cancelled,30 minutes,39
2082,Pending,11 minutes,414
2083,Pending,49 minutes,89
2084,Pending,49 minutes,151
2085,Cancelled,26 minutes,252
2086,Completed,38 minutes,81
2087,Completed,32 minutes,495
2088,Completed,17 minutes,448
2089,Cancelled,13 minutes,195
2090,Pending,60 minutes,194
2091,Cancelled,48 minutes,428
2092,Completed,30 minutes,14
2093,Cancelled,10 minutes,236
2094,Pending,23 minutes,357
2095,Completed,39 minutes,53
2096,Cancelled,59 minutes,378
2097,Pending,45 minutes,29
2098,Pending,16 minutes,71
2099,Completed,10 minutes,132
2100,Pending,43 minutes,339
2101,Cancelled,28 minutes,411
2102,Completed,31 minutes,247
2103,Cancelled,31 minutes,136
2104,Pending,24 minutes,25
2105,Cancelled,43 minutes,122
2106,Pending,43 minutes,363
2107,Completed,53 minutes,419
2108,Pending,30 minutes,22
2109,Cancelled,22 minutes,367
2110,Cancelled,17 minutes,288
2111,Completed,11 minutes,420
2112,Cancelled,44 minutes,498
2113,Pending,19 minutes,409
2114,Cancelled,25 minutes,293
2115,Pending,44 minutes,253
2116,Pending,21 minutes,229
2117,Pending,21 minutes,20
2118,Pending,53 minutes,152
2119,Cancelled,31 minutes,321
2120,Pending,24 minutes,201
2121,Completed,13 minutes,440
2122,Cancelled,16 minutes,70
2123,Cancelled,31 minutes,459
2124,Cancelled,20 minutes,10
2125,Completed,60 minutes,274
2126,Completed,47 minutes,80
2127,Completed,18 minutes,78
2128,Cancelled,21 minutes,209
2129,Pending,11 minutes,190
2130,Pending,32 minutes,399
2131,Cancelled,58 minutes,9
2132,Completed,47 minutes,471
2133,Completed,33 minutes,397
2134,Pending,31 minutes,45
2135,Cancelled,53 minutes,351
2136,Pending,33 minutes,34
2137,Pending,22 minutes,185
2138,Cancelled,26 minutes,410
2139,Completed,23 minutes,429
2140,Cancelled,21 minutes,308
2141,Completed,42 minutes,402
2142,Completed,30 minutes,298
2143,Cancelled,45 minutes,321
2144,Cancelled,16 minutes,316
2145,Completed,32 minutes,131
2146,Pending,26 minutes,229
2147,Completed,35 minutes,215
2148,Pending,16 minutes,163
2149,Completed,26 minutes,439
2150,Completed,31 minutes,230
2151,Completed,33 minutes,408
2152,Pending,27 minutes,446
2153,Cancelled,32 minutes,420
2154,Completed,36 minutes,496
2155,Completed,22 minutes,81
2156,Cancelled,39 minutes,305
2157,Pending,52 minutes,408
2158,Cancelled,55 minutes,126
2159,Completed,33 minutes,70
2160,Completed,38 minutes,210
2161,Cancelled,16 minutes,431
2162,Completed,34 minutes,149
2163,Cancelled,54 minutes,103
2164,Pending,10 minutes,446
2165,Cancelled,49 minutes,118
2166,Pending,49 minutes,483
2167,Pending,41 minutes,308
2168,Pending,35 minutes,476
2169,Pending,13 minutes,159
2170,Completed,20 minutes,442
2171,Pending,17 minutes,259
2172,Cancelled,38 minutes,82
2173,Cancelled,34 minutes,117
2174,Cancelled,18 minutes,131
2175,Completed,39 minutes,404
2176,Pending,40 minutes,443
2177,Pending,42 minutes,387
2178,Completed,29 minutes,291
2179,Completed,41 minutes,357
2180,Completed,27 minutes,106
2181,Pending,10 minutes,442
2182,Pending,49 minutes,221
2183,Cancelled,24 minutes,467
2184,Completed,24 minutes,437
2185,Cancelled,34 minutes,69
2186,Pending,56 minutes,485
2187,Cancelled,46 minutes,411
2188,Cancelled,22 minutes,395
2189,Completed,34 minutes,290
2190,Cancelled,57 minutes,246
2191,Pending,53 minutes,241
2192,Cancelled,55 minutes,410
2193,Completed,11 minutes,382
2194,Cancelled,35 minutes,337
2195,Pending,32 minutes,159
2196,Completed,28 minutes,491
2197,Pending,26 minutes,204
2198,Cancelled,48 minutes,124
2199,Pending,22 minutes,355
2200,Completed,41 minutes,391
2201,Pending,12 minutes,378
2202,Cancelled,36 minutes,104
2203,Cancelled,28 minutes,354
2204,Pending,16 minutes,159
2205,Pending,20 minutes,78
2206,Completed,29 minutes,67
2207,Completed,32 minutes,108
2208,Cancelled,47 minutes,410
2209,Completed,13 minutes,54
2210,Completed,26 minutes,295
2211,Pending,28 minutes,96
2212,Completed,27 minutes,294
2213,Pending,16 minutes,212
2214,Pending,31 minutes,366
2215,Cancelled,45 minutes,269
2216,Cancelled,26 minutes,436
2217,Completed,45 minutes,481
2218,Cancelled,13 minutes,16
2219,Pending,56 minutes,218
2220,Cancelled,40 minutes,407
2221,Pending,52 minutes,301
2222,Completed,17 minutes,218
2223,Pending,52 minutes,43
2224,Cancelled,26 minutes,446
2225,Cancelled,32 minutes,455
2226,Cancelled,19 minutes,21
2227,Completed,18 minutes,198
2228,Pending,11 minutes,191
2229,Pending,43 minutes,304
2230,Cancelled,35 minutes,277
2231,Cancelled,17 minutes,54
2232,Cancelled,45 minutes,99
2233,Completed,30 minutes,329
2234,Cancelled,35 minutes,74
2235,Completed,15 minutes,471
2236,Completed,50 minutes,182
2237,Completed,36 minutes,292
2238,Cancelled,51 minutes,60
2239,Pending,23 minutes,174
2240,Completed,16 minutes,479
2241,Cancelled,58 minutes,402
2242,Completed,27 minutes,121
2243,Cancelled,57 minutes,499
2244,Completed,23 minutes,468
2245,Pending,37 minutes,102
2246,Completed,10 minutes,492
2247,Cancelled,27 minutes,215
2248,Cancelled,60 minutes,111
2249,Cancelled,16 minutes,416
2250,Cancelled,33 minutes,436
2251,Cancelled,31 minutes,129
2252,Cancelled,24 minutes,256
2253,Cancelled,23 minutes,290
2254,Completed,46 minutes,464
2255,Cancelled,16 minutes,136
2256,Pending,51 minutes,52
2257,Completed,16 minutes,168
2258,Pending,17 minutes,319
2259,Pending,16 minutes,124
2260,Pending,60 minutes,293
2261,Completed,16 minutes,201
2262,Pending,19 minutes,465
2263,Pending,24 minutes,67
2264,Completed,18 minutes,21
2265,Cancelled,46 minutes,28
2266,Pending,40 minutes,281
2267,Cancelled,25 minutes,218
2268,Completed,23 minutes,320
2269,Completed,31 minutes,90
2270,Cancelled,28 minutes,53
2271,Pending,38 minutes,104
2272,Cancelled,40 minutes,135
2273,Pending,22 minutes,413
2274,Pending,52 minutes,82
2275,Cancelled,23 minutes,427
2276,Cancelled,35 minutes,180
2277,Pending,26 minutes,200
2278,Completed,18 minutes,372
2279,Cancelled,44 minutes,251
2280,Completed,25 minutes,312
2281,Pending,53 minutes,440
2282,Cancelled,27 minutes,4
2283,Pending,38 minutes,446
2284,Completed,35 minutes,116
2285,Pending,47 minutes,162
2286,Completed,33 minutes,418
2287,Completed,37 minutes,475
2288,Cancelled,58 minutes,13
2289,Cancelled,60 minutes,321
2290,Cancelled,60 minutes,12
2291,Cancelled,13 minutes,28
2292,Pending,49 minutes,154
2293,Pending,31 minutes,330
2294,Completed,45 minutes,196
2295,Completed,36 minutes,141
2296,Cancelled,12 minutes,410
2297,Pending,12 minutes,32
2298,Pending,51 minutes,412
2299,Cancelled,58 minutes,340
2300,Completed,49 minutes,354
2301,Cancelled,10 minutes,449
2302,Cancelled,43 minutes,323
2303,Completed,46 minutes,387
2304,Cancelled,12 minutes,109
2305,Cancelled,47 minutes,211
2306,Pending,16 minutes,56
2307,Completed,17 minutes,442
2308,Completed,45 minutes,123
2309,Completed,40 minutes,471
2310,Cancelled,26 minutes,205
2311,Completed,13 minutes,268
2312,Cancelled,41 minutes,436
2313,Completed,24 minutes,67
2314,Pending,54 minutes,479
2315,Cancelled,39 minutes,34
2316,Completed,24 minutes,448
2317,Completed,19 minutes,223
2318,Cancelled,41 minutes,216
2319,Pending,48 minutes,416
2320,Completed,45 minutes,19
2321,Cancelled,54 minutes,341
2322,Pending,19 minutes,359
2323,Pending,57 minutes,294
2324,Completed,13 minutes,449
2325,Pending,34 minutes,299
2326,Pending,52 minutes,234
2327,Cancelled,57 minutes,412
2328,Pending,31 minutes,396
2329,Cancelled,44 minutes,119
2330,Completed,29 minutes,441
2331,Cancelled,42 minutes,122
2332,Pending,56 minutes,156
2333,Completed,42 minutes,223
2334,Pending,28 minutes,404
2335,Pending,30 minutes,381
2336,Pending,23 minutes,432
2337,Completed,29 minutes,154
2338,Completed,16 minutes,125
2339,Pending,44 minutes,84
2340,Pending,23 minutes,215
2341,Pending,25 minutes,141
2342,Cancelled,33 minutes,201
2343,Completed,47 minutes,488
2344,Pending,38 minutes,348
2345,Completed,20 minutes,328
2346,Completed,43 minutes,416
2347,Pending,26 minutes,5
2348,Pending,35 minutes,102
2349,Completed,48 minutes,84
2350,Completed,36 minutes,218
2351,Pending,37 minutes,412
2352,Cancelled,34 minutes,21
2353,Pending,40 minutes,339
2354,Cancelled,47 minutes,8
2355,Completed,12 minutes,78
2356,Cancelled,45 minutes,122
2357,Completed,56 minutes,171
2358,Pending,18 minutes,259
2359,Pending,58 minutes,473
2360,Pending,25 minutes,327
2361,Completed,27 minutes,76
2362,Cancelled,22 minutes,127
2363,Completed,10 minutes,459
2364,Cancelled,11 minutes,227
2365,Pending,29 minutes,373
2366,Cancelled,11 minutes,196
2367,Pending,49 minutes,497
2368,Cancelled,20 minutes,20
2369,Completed,51 minutes,441
2370,Completed,43 minutes,205
2371,Pending,15 minutes,443
2372,Pending,11 minutes,488
2373,Cancelled,39 minutes,369
2374,Cancelled,24 minutes,133
2375,Pending,13 minutes,222
2376,Pending,41 minutes,85
2377,Completed,50 minutes,57
2378,Cancelled,43 minutes,49
2379,Cancelled,23 minutes,322
2380,Cancelled,57 minutes,435
2381,Cancelled,35 minutes,165
2382,Pending,24 minutes,378
2383,Cancelled,13 minutes,164
2384,Cancelled,27 minutes,460
2385,Completed,55 minutes,491
2386,Cancelled,47 minutes,428
2387,Completed,16 minutes,236
2388,Completed,40 minutes,182
2389,Pending,37 minutes,463
2390,Completed,12 minutes,366
2391,Cancelled,21 minutes,437
2392,Completed,37 minutes,384
2393,Cancelled,55 minutes,474
2394,Cancelled,22 minutes,154
2395,Cancelled,44 minutes,297
2396,Completed,13 minutes,118
2397,Completed,46 minutes,394
2398,Cancelled,58 minutes,190
2399,Pending,39 minutes,416
2400,Cancelled,49 minutes,145
2401,Pending,43 minutes,170
2402,Pending,18 minutes,35
2403,Cancelled,38 minutes,275
2404,Completed,56 minutes,50
2405,Completed,20 minutes,174
2406,Pending,23 minutes,276
2407,Pending,56 minutes,181
2408,Cancelled,32 minutes,131
2409,Cancelled,57 minutes,6
2410,Cancelled,14 minutes,483
2411,Cancelled,36 minutes,339
2412,Completed,46 minutes,423
2413,Cancelled,36 minutes,236
2414,Completed,57 minutes,52
2415,Cancelled,39 minutes,429
2416,Cancelled,19 minutes,196
2417,Cancelled,21 minutes,210
2418,Cancelled,12 minutes,177
2419,Pending,27 minutes,145
2420,Completed,15 minutes,499
2421,Cancelled,46 minutes,228
2422,Cancelled,30 minutes,468
2423,Cancelled,22 minutes,287
2424,Cancelled,60 minutes,344
2425,Cancelled,12 minutes,427
2426,Completed,38 minutes,378
2427,Cancelled,50 minutes,260
2428,Pending,18 minutes,284
2429,Cancelled,12 minutes,369
2430,Completed,28 minutes,285
2431,Completed,26 minutes,29
2432,Cancelled,33 minutes,356
2433,Cancelled,28 minutes,197
2434,Completed,12 minutes,99
2435,Cancelled,29 minutes,427
2436,Completed,38 minutes,151
2437,Completed,12 minutes,220
2438,Pending,45 minutes,354
2439,Completed,54 minutes,86
2440,Cancelled,16 minutes,188
2441,Pending,24 minutes,448
2442,Pending,59 minutes,206
2443,Cancelled,32 minutes,290
2444,Completed,56 minutes,47
2445,Pending,23 minutes,341
2446,Completed,35 minutes,448
2447,Pending,27 minutes,169
2448,Completed,42 minutes,367
2449,Completed,46 minutes,301
2450,Cancelled,12 minutes,401
2451,Pending,60 minutes,127
2452,Completed,27 minutes,83
2453,Completed,38 minutes,119
2454,Completed,15 minutes,119
2455,Pending,35 minutes,217
2456,Cancelled,58 minutes,15
2457,Completed,49 minutes,148
2458,Cancelled,29 minutes,336
2459,Completed,46 minutes,105
2460,Pending,41 minutes,196
2461,Completed,49 minutes,345
2462,Cancelled,32 minutes,46
2463,Cancelled,39 minutes,187
2464,Completed,49 minutes,298
2465,Completed,60 minutes,52
2466,Pending,52 minutes,237
2467,Completed,29 minutes,149
2468,Cancelled,16 minutes,396
2469,Completed,14 minutes,440
2470,Cancelled,48 minutes,223
2471,Completed,41 minutes,105
2472,Pending,45 minutes,347
2473,Cancelled,35 minutes,266
2474,Pending,20 minutes,80
2475,Completed,43 minutes,233
2476,Completed,36 minutes,321
2477,Cancelled,30 minutes,489
2478,Cancelled,21 minutes,42
2479,Cancelled,59 minutes,494
2480,Cancelled,31 minutes,234
2481,Cancelled,22 minutes,366
2482,Pending,53 minutes,408
2483,Pending,13 minutes,81
2484,Pending,28 minutes,276
2485,Pending,52 minutes,224
2486,Cancelled,10 minutes,336
2487,Pending,14 minutes,242
2488,Pending,56 minutes,240
2489,Cancelled,45 minutes,188
2490,Pending,49 minutes,36
2491,Cancelled,29 minutes,108
2492,Pending,39 minutes,181
2493,Pending,51 minutes,75
2494,Cancelled,40 minutes,455
2495,Pending,14 minutes,132
2496,Cancelled,46 minutes,108
2497,Cancelled,18 minutes,341
2498,Cancelled,28 minutes,336
2499,Completed,21 minutes,374
2500,Completed,45 minutes,300
2501,Cancelled,59 minutes,345
2502,Cancelled,44 minutes,487
2503,Pending,45 minutes,248
2504,Pending,21 minutes,3
2505,Cancelled,37 minutes,181
2506,Pending,37 minutes,25
2507,Cancelled,12 minutes,24
2508,Completed,37 minutes,395
2509,Cancelled,15 minutes,24
2510,Pending,40 minutes,306
2511,Completed,17 minutes,137
2512,Completed,21 minutes,243
2513,Cancelled,13 minutes,35
2514,Completed,26 minutes,487
2515,Completed,38 minutes,391
2516,Completed,23 minutes,123
2517,Cancelled,24 minutes,465
2518,Cancelled,52 minutes,10
2519,Completed,38 minutes,251
2520,Pending,19 minutes,331
2521,Completed,13 minutes,448
2522,Cancelled,48 minutes,25
2523,Completed,50 minutes,117
2524,Pending,59 minutes,395
2525,Pending,60 minutes,5
2526,Pending,26 minutes,410
2527,Completed,45 minutes,77
2528,Completed,33 minutes,372
2529,Pending,50 minutes,268
2530,Cancelled,22 minutes,434
2531,Cancelled,53 minutes,314
2532,Cancelled,60 minutes,109
2533,Cancelled,42 minutes,492
2534,Pending,43 minutes,127
2535,Completed,21 minutes,182
2536,Completed,16 minutes,147
2537,Pending,37 minutes,261
2538,Pending,43 minutes,79
2539,Completed,33 minutes,491
2540,Pending,17 minutes,420
2541,Completed,13 minutes,210
2542,Cancelled,11 minutes,290
2543,Pending,52 minutes,383
2544,Cancelled,56 minutes,481
2545,Pending,25 minutes,386
2546,Completed,13 minutes,480
2547,Completed,11 minutes,120
2548,Pending,17 minutes,323
2549,Cancelled,51 minutes,498
2550,Cancelled,15 minutes,146
2551,Pending,39 minutes,30
2552,Completed,37 minutes,120
2553,Pending,27 minutes,462
2554,Cancelled,48 minutes,500
2555,Cancelled,53 minutes,380
2556,Completed,18 minutes,279
2557,Completed,33 minutes,186
2558,Pending,33 minutes,28
2559,Completed,36 minutes,150
2560,Pending,27 minutes,445
2561,Completed,18 minutes,251
2562,Pending,24 minutes,105
2563,Completed,37 minutes,178
2564,Cancelled,52 minutes,38
2565,Completed,21 minutes,327
2566,Cancelled,24 minutes,431
2567,Cancelled,15 minutes,147
2568,Cancelled,42 minutes,390
2569,Pending,13 minutes,321
2570,Pending,23 minutes,237
2571,Cancelled,46 minutes,104
2572,Pending,42 minutes,53
2573,Pending,22 minutes,180
2574,Cancelled,30 minutes,175
2575,Cancelled,54 minutes,426
2576,Cancelled,49 minutes,461
2577,Completed,37 minutes,386
2578,Cancelled,56 minutes,55
2579,Pending,34 minutes,217
2580,Pending,25 minutes,68
2581,Pending,34 minutes,489
2582,Pending,55 minutes,287
2583,Pending,55 minutes,420
2584,Cancelled,52 minutes,97
2585,Completed,14 minutes,410
2586,Pending,23 minutes,94
2587,Completed,13 minutes,173
2588,Pending,51 minutes,33
2589,Completed,60 minutes,310
2590,Cancelled,49 minutes,24
2591,Pending,19 minutes,85
2592,Pending,39 minutes,213
2593,Pending,29 minutes,479
2594,Pending,30 minutes,219
2595,Cancelled,20 minutes,232
2596,Cancelled,18 minutes,340
2597,Pending,18 minutes,210
2598,Cancelled,50 minutes,181
2599,Pending,17 minutes,16
2600,Cancelled,19 minutes,357
2601,Pending,30 minutes,341
2602,Completed,17 minutes,365
2603,Pending,33 minutes,315
2604,Completed,16 minutes,358
2605,Pending,50 minutes,500
2606,Cancelled,50 minutes,314
2607,Completed,11 minutes,233
2608,Pending,14 minutes,122
2609,Completed,23 minutes,107
2610,Cancelled,60 minutes,467
2611,Cancelled,22 minutes,183
2612,Pending,10 minutes,153
2613,Cancelled,27 minutes,436
2614,Cancelled,10 minutes,174
2615,Cancelled,13 minutes,177
2616,Completed,36 minutes,41
2617,Cancelled,52 minutes,222
2618,Cancelled,54 minutes,75
2619,Cancelled,39 minutes,244
2620,Cancelled,52 minutes,331
2621,Pending,10 minutes,192
2622,Completed,15 minutes,239
2623,Pending,55 minutes,4
2624,Completed,43 minutes,30
2625,Cancelled,16 minutes,472
2626,Pending,16 minutes,210
2627,Completed,40 minutes,295
2628,Cancelled,29 minutes,294
2629,Pending,10 minutes,446
2630,Cancelled,12 minutes,294
2631,Completed,20 minutes,305
2632,Completed,39 minutes,92
2633,Pending,22 minutes,6
2634,Cancelled,59 minutes,24
2635,Cancelled,40 minutes,451
2636,Pending,34 minutes,138
2637,Cancelled,58 minutes,468
2638,Pending,31 minutes,315
2639,Cancelled,44 minutes,335
2640,Cancelled,16 minutes,390
2641,Completed,46 minutes,345
2642,Cancelled,56 minutes,336
2643,Completed,38 minutes,249
2644,Pending,27 minutes,218
2645,Completed,58 minutes,407
2646,Completed,12 minutes,376
2647,Cancelled,30 minutes,196
2648,Pending,25 minutes,311
2649,Cancelled,11 minutes,274
2650,Cancelled,22 minutes,499
2651,Cancelled,59 minutes,172
2652,Completed,54 minutes,80
2653,Pending,44 minutes,275
2654,Cancelled,21 minutes,224
2655,Cancelled,16 minutes,359
2656,Pending,34 minutes,112
2657,Completed,49 minutes,478
2658,Pending,35 minutes,77
2659,Cancelled,36 minutes,414
2660,Cancelled,41 minutes,454
2661,Completed,26 minutes,217
2662,Pending,60 minutes,437
2663,Pending,59 minutes,205
2664,Pending,58 minutes,211
2665,Cancelled,26 minutes,4
2666,Completed,39 minutes,188
2667,Completed,15 minutes,163
2668,Completed,34 minutes,441
2669,Pending,23 minutes,301
2670,Pending,25 minutes,479
2671,Cancelled,50 minutes,458
2672,Cancelled,54 minutes,330
2673,Cancelled,36 minutes,163
2674,Completed,11 minutes,107
2675,Cancelled,29 minutes,39
2676,Completed,29 minutes,478
2677,Completed,23 minutes,82
2678,Completed,46 minutes,357
2679,Pending,50 minutes,167
2680,Pending,20 minutes,124
2681,Cancelled,43 minutes,253
2682,Completed,58 minutes,68
2683,Pending,51 minutes,319
2684,Completed,10 minutes,158
2685,Pending,56 minutes,138
2686,Completed,42 minutes,485
2687,Cancelled,18 minutes,322
2688,Cancelled,31 minutes,157
2689,Completed,21 minutes,397
2690,Pending,35 minutes,496
2691,Cancelled,28 minutes,180
2692,Pending,40 minutes,436
2693,Pending,21 minutes,305
2694,Pending,23 minutes,136
2695,Pending,51 minutes,492
2696,Pending,41 minutes,32
2697,Pending,60 minutes,439
2698,Pending,31 minutes,321
2699,Completed,30 minutes,254
2700,Pending,51 minutes,324
2701,Pending,14 minutes,48
2702,Cancelled,44 minutes,146
2703,Cancelled,28 minutes,320
2704,Pending,31 minutes,454
2705,Cancelled,51 minutes,234
2706,Completed,32 minutes,348
2707,Pending,51 minutes,212
2708,Cancelled,12 minutes,204
2709,Cancelled,32 minutes,327
2710,Completed,32 minutes,397
2711,Completed,47 minutes,241
2712,Cancelled,49 minutes,218
2713,Completed,53 minutes,368
2714,Completed,29 minutes,264
2715,Cancelled,22 minutes,310
2716,Cancelled,23 minutes,351
2717,Completed,42 minutes,208
2718,Completed,45 minutes,28
2719,Pending,30 minutes,174
2720,Completed,38 minutes,351
2721,Cancelled,59 minutes,77
2722,Cancelled,47 minutes,10
2723,Cancelled,51 minutes,499
2724,Cancelled,49 minutes,209
2725,Pending,40 minutes,140
2726,Cancelled,57 minutes,273
2727,Cancelled,24 minutes,151
2728,Completed,25 minutes,474
2729,Completed,41 minutes,379
2730,Completed,25 minutes,393
2731,Pending,32 minutes,97
2732,Cancelled,55 minutes,167
2733,Completed,14 minutes,404
2734,Pending,22 minutes,390
2735,Completed,49 minutes,310
2736,Completed,34 minutes,444
2737,Completed,41 minutes,354
2738,Pending,49 minutes,41
